"","Pair","Ligand","Ligand.name","Receptor","Receptor.name"
"255","C3_itgb2","C3","complement component 3","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"256","C3_lrp1","C3","complement component 3","Lrp1","low density lipoprotein receptor-related protein 1"
"257","C4a_c3ar1","C4a","complement component 4A (Rodgers blood group)","C3ar1","complement component 3a receptor 1"
"258","C4a_c5ar2","C4a","complement component 4A (Rodgers blood group)","C5ar2","complement component 5a receptor 2"
"259","C4a_cr1","C4a","complement component 4A (Rodgers blood group)","Cr1","complement component (3b/4b) receptor 1 (Knops blood group)"
"260","C4bpa_bmpr2","C4bpa","complement component 4 binding protein, alpha","Bmpr2","bone morphogenetic protein receptor, type II (serine/threonine kinase)"
"261","C4bpa_cd40","C4bpa","complement component 4 binding protein, alpha","Cd40","CD40 molecule, TNF receptor superfamily member 5"
"262","C4bpa_lrp1","C4bpa","complement component 4 binding protein, alpha","Lrp1","low density lipoprotein receptor-related protein 1"
"263","C4b_cd46","C4b","complement component 4B (Chido blood group)","Cd46","CD46 molecule, complement regulatory protein"
"264","C4b_cr1","C4b","complement component 4B (Chido blood group)","Cr1","complement component (3b/4b) receptor 1 (Knops blood group)"
"265","C5_c5ar1","C5","complement component 5","C5ar1","complement component 5a receptor 1"
"266","C5_c5ar2","C5","complement component 5","C5ar2","complement component 5a receptor 2"
"267","C5orf55_traf2","C5orf55","chromosome 5 open reading frame 55","Traf2","TNF receptor-associated factor 2"
"268","C6orf15_ddr1","C6orf15","chromosome 6 open reading frame 15","Ddr1","discoidin domain receptor tyrosine kinase 1"
"269","Calca_calcr","Calca","calcitonin-related polypeptide alpha","Calcr","calcitonin receptor"
"270","Calca_calcrl","Calca","calcitonin-related polypeptide alpha","Calcrl","calcitonin receptor-like"
"271","Calca_ramp1","Calca","calcitonin-related polypeptide alpha","Ramp1","receptor (G protein-coupled) activity modifying protein 1"
"272","Calca_ramp2","Calca","calcitonin-related polypeptide alpha","Ramp2","receptor (G protein-coupled) activity modifying protein 2"
"273","Calcb_calcr","Calcb","calcitonin-related polypeptide beta","Calcr","calcitonin receptor"
"274","Calcb_calcrl","Calcb","calcitonin-related polypeptide beta","Calcrl","calcitonin receptor-like"
"275","Calcb_ramp1","Calcb","calcitonin-related polypeptide beta","Ramp1","receptor (G protein-coupled) activity modifying protein 1"
"276","Calm1_abca1","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1"
"277","Calm1_adcy8","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Adcy8","adenylate cyclase 8 (brain)"
"278","Calm1_adcyap1r1","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Adcyap1r1","adenylate cyclase activating polypeptide 1 (pituitary) receptor type I"
"279","Calm1_aqp6","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Aqp6","aquaporin 6, kidney specific"
"280","Calm1_cacna1c","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Cacna1c","calcium channel, voltage-dependent, L type, alpha 1C subunit"
"281","Calm1_calcr","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Calcr","calcitonin receptor"
"282","Calm1_cnga2","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Cnga2","cyclic nucleotide gated channel alpha 2"
"283","Calm1_crhr1","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Crhr1","corticotropin releasing hormone receptor 1"
"284","Calm1_egfr","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Egfr","epidermal growth factor receptor"
"285","Calm1_fas","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Fas","Fas cell surface death receptor"
"286","Calm1_glp1r","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Glp1r","glucagon-like peptide 1 receptor"
"287","Calm1_glp2r","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Glp2r","glucagon-like peptide 2 receptor"
"288","Calm1_gp6","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Gp6","glycoprotein VI (platelet)"
"289","Calm1_grm3","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Grm3","glutamate receptor, metabotropic 3"
"290","Calm1_grm4","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Grm4","glutamate receptor, metabotropic 4"
"291","Calm1_grm5","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Grm5","glutamate receptor, metabotropic 5"
"292","Calm1_grm7","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Grm7","glutamate receptor, metabotropic 7"
"293","Calm1_hmmr","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Hmmr","hyaluronan-mediated motility receptor (RHAMM)"
"294","Calm1_htr2c","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Htr2c","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled"
"295","Calm1_insr","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Insr","insulin receptor"
"296","Calm1_kcnn4","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Kcnn4","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"
"297","Calm1_kcnq1","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Kcnq1","potassium voltage-gated channel, KQT-like subfamily, member 1"
"298","Calm1_kcnq3","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Kcnq3","potassium voltage-gated channel, KQT-like subfamily, member 3"
"299","Calm1_kcnq5","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Kcnq5","potassium voltage-gated channel, KQT-like subfamily, member 5"
"300","Calm1_mip","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Mip","major intrinsic protein of lens fiber"
"301","Calm1_mylk","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Mylk","myosin light chain kinase"
"302","Calm1_mylk2","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Mylk2","myosin light chain kinase 2"
"303","Calm1_oprm1","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Oprm1","opioid receptor, mu 1"
"304","Calm1_pde1a","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Pde1a","phosphodiesterase 1A, calmodulin-dependent"
"305","Calm1_pde1b","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Pde1b","phosphodiesterase 1B, calmodulin-dependent"
"306","Calm1_pde1c","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Pde1c","phosphodiesterase 1C, calmodulin-dependent 70kDa"
"307","Calm1_ppapdc2","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Ppapdc2","phosphatidic acid phosphatase type 2 domain containing 2"
"308","Calm1_pth2r","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Pth2r","parathyroid hormone 2 receptor"
"309","Calm1_ptpra","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Ptpra","protein tyrosine phosphatase, receptor type, A"
"310","Calm1_scn10a","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Scn10a","sodium channel, voltage-gated, type X, alpha subunit"
"311","Calm1_scn4a","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Scn4a","sodium channel, voltage-gated, type IV, alpha subunit"
"312","Calm1_sctr","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Sctr","secretin receptor"
"313","Calm1_sell","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Sell","selectin L"
"314","Calm1_trpc3","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Trpc3","transient receptor potential cation channel, subfamily C, member 3"
"315","Calm1_trpc5","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Trpc5","transient receptor potential cation channel, subfamily C, member 5"
"316","Calm1_vipr1","Calm1","calmodulin 1 (phosphorylase kinase, delta)","Vipr1","vasoactive intestinal peptide receptor 1"
"317","Calm2_abca1","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1"
"318","Calm2_adcy8","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Adcy8","adenylate cyclase 8 (brain)"
"319","Calm2_aqp6","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Aqp6","aquaporin 6, kidney specific"
"320","Calm2_cacna1c","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Cacna1c","calcium channel, voltage-dependent, L type, alpha 1C subunit"
"321","Calm2_egfr","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Egfr","epidermal growth factor receptor"
"322","Calm2_gp6","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Gp6","glycoprotein VI (platelet)"
"323","Calm2_grm5","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Grm5","glutamate receptor, metabotropic 5"
"324","Calm2_grm7","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Grm7","glutamate receptor, metabotropic 7"
"325","Calm2_insr","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Insr","insulin receptor"
"326","Calm2_kcnq1","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Kcnq1","potassium voltage-gated channel, KQT-like subfamily, member 1"
"327","Calm2_kcnq3","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Kcnq3","potassium voltage-gated channel, KQT-like subfamily, member 3"
"328","Calm2_kcnq5","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Kcnq5","potassium voltage-gated channel, KQT-like subfamily, member 5"
"329","Calm2_mylk","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Mylk","myosin light chain kinase"
"330","Calm2_mylk2","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Mylk2","myosin light chain kinase 2"
"331","Calm2_pde1a","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Pde1a","phosphodiesterase 1A, calmodulin-dependent"
"332","Calm2_pde1b","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Pde1b","phosphodiesterase 1B, calmodulin-dependent"
"333","Calm2_pde1c","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Pde1c","phosphodiesterase 1C, calmodulin-dependent 70kDa"
"334","Calm2_ppapdc2","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Ppapdc2","phosphatidic acid phosphatase type 2 domain containing 2"
"335","Calm2_scn10a","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Scn10a","sodium channel, voltage-gated, type X, alpha subunit"
"336","Calm2_scn4a","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Scn4a","sodium channel, voltage-gated, type IV, alpha subunit"
"337","Calm2_sell","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Sell","selectin L"
"338","Calm2_trpc5","Calm2","calmodulin 2 (phosphorylase kinase, delta)","Trpc5","transient receptor potential cation channel, subfamily C, member 5"
"339","Calm3_abca1","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1"
"340","Calm3_adcy8","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Adcy8","adenylate cyclase 8 (brain)"
"341","Calm3_aqp6","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Aqp6","aquaporin 6, kidney specific"
"342","Calm3_egfr","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Egfr","epidermal growth factor receptor"
"343","Calm3_gp6","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Gp6","glycoprotein VI (platelet)"
"344","Calm3_grm5","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Grm5","glutamate receptor, metabotropic 5"
"345","Calm3_grm7","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Grm7","glutamate receptor, metabotropic 7"
"346","Calm3_insr","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Insr","insulin receptor"
"347","Calm3_kcnq1","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Kcnq1","potassium voltage-gated channel, KQT-like subfamily, member 1"
"348","Calm3_kcnq3","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Kcnq3","potassium voltage-gated channel, KQT-like subfamily, member 3"
"349","Calm3_kcnq5","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Kcnq5","potassium voltage-gated channel, KQT-like subfamily, member 5"
"350","Calm3_mylk","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Mylk","myosin light chain kinase"
"351","Calm3_mylk2","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Mylk2","myosin light chain kinase 2"
"352","Calm3_pde1a","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Pde1a","phosphodiesterase 1A, calmodulin-dependent"
"353","Calm3_pde1b","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Pde1b","phosphodiesterase 1B, calmodulin-dependent"
"354","Calm3_pde1c","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Pde1c","phosphodiesterase 1C, calmodulin-dependent 70kDa"
"355","Calm3_ppapdc2","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Ppapdc2","phosphatidic acid phosphatase type 2 domain containing 2"
"356","Calm3_scn10a","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Scn10a","sodium channel, voltage-gated, type X, alpha subunit"
"357","Calm3_scn4a","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Scn4a","sodium channel, voltage-gated, type IV, alpha subunit"
"358","Calm3_sell","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Sell","selectin L"
"359","Calm3_trpc5","Calm3","calmodulin 3 (phosphorylase kinase, delta)","Trpc5","transient receptor potential cation channel, subfamily C, member 5"
"360","Calr_hla-f","Calr","calreticulin","Hla-f","major histocompatibility complex, class I, F"
"361","Calr_itga2b","Calr","calreticulin","Itga2b","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"362","Calr_itga3","Calr","calreticulin","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"363","Calr_itgav","Calr","calreticulin","Itgav","integrin, alpha V"
"364","Calr_lrp1","Calr","calreticulin","Lrp1","low density lipoprotein receptor-related protein 1"
"365","Calr_mtnr1a","Calr","calreticulin","Mtnr1a","melatonin receptor 1A"
"366","Calr_scarf1","Calr","calreticulin","Scarf1","scavenger receptor class F, member 1"
"367","Calr_tshr","Calr","calreticulin","Tshr","thyroid stimulating hormone receptor"
"368","Camp_egfr","Camp","cathelicidin antimicrobial peptide","Egfr","epidermal growth factor receptor"
"369","Camp_fpr2","Camp","cathelicidin antimicrobial peptide","Fpr2","formyl peptide receptor 2"
"370","Camp_igf1r","Camp","cathelicidin antimicrobial peptide","Igf1r","insulin-like growth factor 1 receptor"
"371","Camp_p2rx7","Camp","cathelicidin antimicrobial peptide","P2rx7","purinergic receptor P2X, ligand-gated ion channel, 7"
"372","Cck_cckar","Cck","cholecystokinin","Cckar","cholecystokinin A receptor"
"373","Cck_cckbr","Cck","cholecystokinin","Cckbr","cholecystokinin B receptor"
"374","Ccl11_ackr2","Ccl11","chemokine (C-C motif) ligand 11","Ackr2","atypical chemokine receptor 2"
"375","Ccl11_ackr4","Ccl11","chemokine (C-C motif) ligand 11","Ackr4","atypical chemokine receptor 4"
"376","Ccl11_ccr2","Ccl11","chemokine (C-C motif) ligand 11","Ccr2","chemokine (C-C motif) receptor 2"
"377","Ccl11_ccr3","Ccl11","chemokine (C-C motif) ligand 11","Ccr3","chemokine (C-C motif) receptor 3"
"378","Ccl11_ccr5","Ccl11","chemokine (C-C motif) ligand 11","Ccr5","chemokine (C-C motif) receptor 5 (gene/pseudogene)"
"379","Ccl11_cxcr3","Ccl11","chemokine (C-C motif) ligand 11","Cxcr3","chemokine (C-X-C motif) receptor 3"
"380","Ccl13_ackr2","Ccl13","chemokine (C-C motif) ligand 13","Ackr2","atypical chemokine receptor 2"
"381","Ccl13_ackr4","Ccl13","chemokine (C-C motif) ligand 13","Ackr4","atypical chemokine receptor 4"
"382","Ccl13_ccr1","Ccl13","chemokine (C-C motif) ligand 13","Ccr1","chemokine (C-C motif) receptor 1"
"383","Ccl13_ccr2","Ccl13","chemokine (C-C motif) ligand 13","Ccr2","chemokine (C-C motif) receptor 2"
"384","Ccl13_ccr3","Ccl13","chemokine (C-C motif) ligand 13","Ccr3","chemokine (C-C motif) receptor 3"
"385","Ccl13_ccr5","Ccl13","chemokine (C-C motif) ligand 13","Ccr5","chemokine (C-C motif) receptor 5 (gene/pseudogene)"
"386","Ccl13_ccr9","Ccl13","chemokine (C-C motif) ligand 13","Ccr9","chemokine (C-C motif) receptor 9"
"387","Ccl13_cxcr3","Ccl13","chemokine (C-C motif) ligand 13","Cxcr3","chemokine (C-X-C motif) receptor 3"
"388","Ccl14_ackr2","Ccl14","chemokine (C-C motif) ligand 14","Ackr2","atypical chemokine receptor 2"
"389","Ccl14_ccr1","Ccl14","chemokine (C-C motif) ligand 14","Ccr1","chemokine (C-C motif) receptor 1"
"390","Ccl14_ccr3","Ccl14","chemokine (C-C motif) ligand 14","Ccr3","chemokine (C-C motif) receptor 3"
"391","Ccl14_ccr5","Ccl14","chemokine (C-C motif) ligand 14","Ccr5","chemokine (C-C motif) receptor 5 (gene/pseudogene)"
"392","Ccl15_ccr1","Ccl15","chemokine (C-C motif) ligand 15","Ccr1","chemokine (C-C motif) receptor 1"
"393","Ccl15_ccr3","Ccl15","chemokine (C-C motif) ligand 15","Ccr3","chemokine (C-C motif) receptor 3"
"394","Ccl16_ccr1","Ccl16","chemokine (C-C motif) ligand 16","Ccr1","chemokine (C-C motif) receptor 1"
"395","Ccl16_ccr2","Ccl16","chemokine (C-C motif) ligand 16","Ccr2","chemokine (C-C motif) receptor 2"
"396","Ccl16_ccr5","Ccl16","chemokine (C-C motif) ligand 16","Ccr5","chemokine (C-C motif) receptor 5 (gene/pseudogene)"
"397","Ccl16_ccr8","Ccl16","chemokine (C-C motif) ligand 16","Ccr8","chemokine (C-C motif) receptor 8"
"398","Ccl16_hrh4","Ccl16","chemokine (C-C motif) ligand 16","Hrh4","histamine receptor H4"
"399","Ccl17_ccr4","Ccl17","chemokine (C-C motif) ligand 17","Ccr4","chemokine (C-C motif) receptor 4"
"400","Ccl17_ccr8","Ccl17","chemokine (C-C motif) ligand 17","Ccr8","chemokine (C-C motif) receptor 8"
"401","Ccl17_darc","Ccl17","chemokine (C-C motif) ligand 17","Darc","Duffy blood group, atypical chemokine receptor"
"402","Ccl18_c14orf1","Ccl18","chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)","C14orf1","chromosome 14 open reading frame 1"
"403","Ccl19_ackr2","Ccl19","chemokine (C-C motif) ligand 19","Ackr2","atypical chemokine receptor 2"
"404","Ccl19_ackr4","Ccl19","chemokine (C-C motif) ligand 19","Ackr4","atypical chemokine receptor 4"
"405","Ccl19_ccr10","Ccl19","chemokine (C-C motif) ligand 19","Ccr10","chemokine (C-C motif) receptor 10"
"406","Ccl19_ccr7","Ccl19","chemokine (C-C motif) ligand 19","Ccr7","chemokine (C-C motif) receptor 7"
"407","Ccl19_ccrl2","Ccl19","chemokine (C-C motif) ligand 19","Ccrl2","chemokine (C-C motif) receptor-like 2"
"408","Ccl19_cxcr3","Ccl19","chemokine (C-C motif) ligand 19","Cxcr3","chemokine (C-X-C motif) receptor 3"
"409","Ccl1_ccr8","Ccl1","chemokine (C-C motif) ligand 1","Ccr8","chemokine (C-C motif) receptor 8"
"410","Ccl20_ccr6","Ccl20","chemokine (C-C motif) ligand 20","Ccr6","chemokine (C-C motif) receptor 6"
"411","Ccl20_cxcr3","Ccl20","chemokine (C-C motif) ligand 20","Cxcr3","chemokine (C-X-C motif) receptor 3"
"412","Ccl21_ackr2","Ccl21","chemokine (C-C motif) ligand 21","Ackr2","atypical chemokine receptor 2"
"413","Ccl21_ackr4","Ccl21","chemokine (C-C motif) ligand 21","Ackr4","atypical chemokine receptor 4"
